index,true,top1,top1_correct,top3_correct,questions_asked
4793,Acne,Acne,True,True,7
3828,Malaria,Malaria,True,True,5
1045,Hepatitis D,Hepatitis D,True,True,5
4889,Hypertension ,Hypertension ,True,True,5
220,Hepatitis D,Hepatitis D,True,True,5
3227,Heart Attack,Heart Attack,True,True,6
222,Hepatitis D,Hepatitis D,True,True,5
687,Pneumonia,Pneumonia,True,True,5
3511,Common Cold,Common Cold,True,True,5
1111,Heart Attack,Heart Attack,True,True,6
3782,Hypertension ,Hypertension ,True,True,5
1488,Tuberculosis,Tuberculosis,True,True,5
4462,Osteoarthritis,Osteoarthritis,True,True,6
2131,Gastroenteritis,Gastroenteritis,True,True,6
4510,Fungal Infection,Fungal Infection,True,True,5
2681,Chickenpox,Chickenpox,True,True,5
1733,Bronchial Asthma,Bronchial Asthma,True,True,10
3724,Osteoarthritis,Osteoarthritis,True,True,6
2677,Cervical Spondylosis,Cervical Spondylosis,True,True,6
2764,Dengue,Dengue,True,True,5
4383,Acne,Acne,True,True,7
2279,Hepatitis D,Hepatitis D,True,True,5
3453,Bronchial Asthma,Bronchial Asthma,True,True,7
2066,Allergy,Allergy,True,True,10
670,Common Cold,Common Cold,True,True,5
3852,Psoriasis,Psoriasis,True,True,5
158,Malaria,Gastroenteritis,False,True,6
426,Allergy,Allergy,True,True,10
2866,Acne,Acne,True,True,7
1836,Hepatitis A,Hepatitis A,True,True,8
562,Malaria,Malaria,True,True,5
329,Hyperthyroidism,Hyperthyroidism,True,True,6
254,Tuberculosis,Heart Attack,False,True,6
4446,Typhoid,Typhoid,True,True,5
1633,Impetigo,Impetigo,True,True,6
166,Chickenpox,Chickenpox,True,True,5
1248,Allergy,Allergy,True,True,10
1954,Hypothyroidism,Hypothyroidism,True,True,6
1034,Hepatitis C,Hepatitis C,True,True,6
3879,Tuberculosis,Tuberculosis,True,True,5
937,Migraine,Migraine,True,True,6
1785,Jaundice,Jaundice,True,True,6
4499,Varicose Veins,Varicose Veins,True,True,6
2099,Drug Reaction,Drug Reaction,True,True,7
3021,Dimorphic Hemmorhoids (piles),Dimorphic Hemmorhoids (piles),True,True,8
1374,Jaundice,Jaundice,True,True,8
4836,Psoriasis,Psoriasis,True,True,5
1341,Migraine,Migraine,True,True,6
2548,AIDS,AIDS,True,True,7
4571,Hepatitis B,Hepatitis B,True,True,5
210,Hepatitis C,Hepatitis C,True,True,6
2555,Paralysis (brain hemorrhage),Paralysis (brain hemorrhage),True,True,7
3074,Impetigo,Impetigo,True,True,6
3249,Hypertension ,Hypertension ,True,True,5
1624,Psoriasis,Psoriasis,True,True,5
622,Hepatitis C,Hepatitis C,True,True,20
1989,Osteoarthritis,Osteoarthritis,True,True,6
834,Allergy,Allergy,True,True,10
2470,Hypertension ,Hypertension ,True,True,5
4857,Hepatitis A,Hepatitis A,True,True,5
336,Hypoglycemia,Hypoglycemia,True,True,5
2844,Malaria,Malaria,True,True,5
4858,Hepatitis B,Hepatitis B,True,True,5
3035,Allergy,Allergy,True,True,10
564,Malaria,Malaria,True,True,8
4650,Dengue,Dengue,True,True,5
2795,Diabetes ,Diabetes ,True,True,5
103,Hypertension ,Hypertension ,True,True,5
4758,GERD,GERD,True,True,6
4015,Urinary Tract Infection,Urinary Tract Infection,True,True,9
864,Drug Reaction,Drug Reaction,True,True,7
3551,Tuberculosis,Tuberculosis,True,True,5
2967,Malaria,Malaria,True,True,5
3766,Arthritis,Arthritis,True,True,7
1253,GERD,GERD,True,True,13
3567,Fungal Infection,Fungal Infection,True,True,5
1442,Hepatitis C,Hepatitis C,True,True,20
4274,Hypertension ,Hypertension ,True,True,5
2212,Chickenpox,Chickenpox,True,True,5
3960,Alcoholic Hepatitis,Alcoholic Hepatitis,True,True,5
3808,Vertigo,Vertigo,True,True,6
3568,Allergy,Allergy,True,True,10
2198,Jaundice,Jaundice,True,True,6
2640,Chickenpox,Chickenpox,True,True,5
2011,Acne,Acne,True,True,7
709,Heart Attack,Heart Attack,True,True,6
2284,Hepatitis E,Hepatitis E,True,True,4
3692,GERD,GERD,True,True,6
1997,Arthritis,Arthritis,True,True,7
4457,Heart Attack,Heart Attack,True,True,6
4708,Osteoarthritis,Osteoarthritis,True,True,6
2755,Gastroenteritis,Gastroenteritis,True,True,6
235,Hepatitis E,Chronic Cholestasis,False,True,5
4473,Drug Reaction,Drug Reaction,True,True,6
2662,Urinary Tract Infection,Urinary Tract Infection,True,True,9
1489,Tuberculosis,Tuberculosis,True,True,5
3994,Dengue,Dengue,True,True,5
1737,Bronchial Asthma,Bronchial Asthma,True,True,7
2906,Vertigo,Vertigo,True,True,6
2116,AIDS,AIDS,True,True,7
2788,Fungal Infection,Fungal Infection,True,True,5
2290,Alcoholic Hepatitis,Alcoholic Hepatitis,True,True,5
2263,Hepatitis C,Hepatitis C,True,True,6
83,Gastroenteritis,Gastroenteritis,True,True,6
4232,Bronchial Asthma,Bronchial Asthma,True,True,7
1565,Hypoglycemia,Hypoglycemia,True,True,5
4801,Drug Reaction,Drug Reaction,True,True,6
1977,Hypoglycemia,Hypoglycemia,True,True,5
4584,Hypoglycemia,Hypoglycemia,True,True,5
4620,Dimorphic Hemmorhoids (piles),Dimorphic Hemmorhoids (piles),True,True,8
1968,Hyperthyroidism,Hyperthyroidism,True,True,6
3900,Peptic Ulcer Disease,Peptic Ulcer Disease,True,True,6
4020,GERD,GERD,True,True,6
3671,Hepatitis D,Hepatitis D,True,True,5
141,Jaundice,Jaundice,True,True,6
762,Arthritis,AIDS,False,False,20
2410,Vertigo,Vertigo,True,True,6
1815,Dengue,Dengue,True,True,5
4835,Urinary Tract Infection,Urinary Tract Infection,True,True,9
1993,Arthritis,Arthritis,True,True,7
2508,Diabetes ,Diabetes ,True,True,5
3023,Varicose Veins,Varicose Veins,True,True,6
4494,Tuberculosis,Tuberculosis,True,True,5
2816,Dimorphic Hemmorhoids (piles),Dimorphic Hemmorhoids (piles),True,True,8
3485,Fungal Infection,Fungal Infection,True,True,5
2709,Chronic Cholestasis,Chronic Cholestasis,True,True,5
2882,Cervical Spondylosis,Cervical Spondylosis,True,True,6
3717,Pneumonia,Pneumonia,True,True,5
2219,Chickenpox,Chickenpox,True,True,5
2511,Hypertension ,Hypertension ,True,True,5
4839,Allergy,Allergy,True,True,10
1888,Alcoholic Hepatitis,Alcoholic Hepatitis,True,True,5
988,Chickenpox,Chickenpox,True,True,5
1577,Osteoarthritis,Osteoarthritis,True,True,6
4877,Psoriasis,Psoriasis,True,True,5
979,Malaria,Malaria,True,True,5
1516,Dimorphic Hemmorhoids (piles),Dimorphic Hemmorhoids (piles),True,True,8
4735,Hepatitis B,Hepatitis B,True,True,5
1772,Paralysis (brain hemorrhage),Paralysis (brain hemorrhage),True,True,8
3966,Varicose Veins,Varicose Veins,True,True,6
2265,Hepatitis C,Hepatitis C,True,True,9
2318,Common Cold,Common Cold,True,True,5
823,Fungal Infection,Fungal Infection,True,True,9
1590,Vertigo,Vertigo,True,True,6
2426,Acne,Acne,True,True,7
1863,Hepatitis D,Chronic Cholestasis,False,True,5
2956,Drug Reaction,Drug Reaction,True,True,6
4577,Common Cold,Common Cold,True,True,5
2476,Chickenpox,Chickenpox,True,True,5
115,Migraine,Migraine,True,True,6
1036,Hepatitis C,Hepatitis C,True,True,6
2247,Hepatitis A,Hepatitis A,True,True,5
372,Acne,AIDS,False,True,20
446,Chronic Cholestasis,Chronic Cholestasis,True,True,5
2393,Osteoarthritis,Osteoarthritis,True,True,16
4359,Paralysis (brain hemorrhage),Paralysis (brain hemorrhage),True,True,7
4021,Chronic Cholestasis,Chronic Cholestasis,True,True,5
840,GERD,GERD,True,True,6
100,Hypertension ,Hypertension ,True,True,5
2329,Pneumonia,Pneumonia,True,True,5
3845,Hyperthyroidism,Hyperthyroidism,True,True,6
3921,Common Cold,Common Cold,True,True,5
3608,Fungal Infection,Fungal Infection,True,True,5
2791,Chronic Cholestasis,Chronic Cholestasis,True,True,5
1510,Dimorphic Hemmorhoids (piles),Dimorphic Hemmorhoids (piles),True,True,8
420,Allergy,Allergy,True,True,10
2068,Allergy,Allergy,True,True,10
3913,Typhoid,Typhoid,True,True,5
934,Migraine,Migraine,True,True,6
535,Cervical Spondylosis,Cervical Spondylosis,True,True,6
3282,GERD,GERD,True,True,6
4028,Hypertension ,Hypertension ,True,True,5
606,Hepatitis A,Hepatitis A,True,True,8
439,GERD,GERD,True,True,13
1242,Allergy,Allergy,True,True,10
1222,Impetigo,Impetigo,True,True,10
4504,Arthritis,Arthritis,True,True,7
697,Dimorphic Hemmorhoids (piles),Dimorphic Hemmorhoids (piles),True,True,8
2033,Psoriasis,Psoriasis,True,True,10
970,Malaria,Malaria,True,True,5
3409,AIDS,AIDS,True,True,7
1848,Hepatitis B,Hepatitis B,True,True,5
4414,Pneumonia,Pneumonia,True,True,5
3690,Fungal Infection,Fungal Infection,True,True,5
3626,Typhoid,Typhoid,True,True,5
2435,Urinary Tract Infection,Urinary Tract Infection,True,True,9
3512,Pneumonia,Pneumonia,True,True,5
2501,Fungal Infection,Fungal Infection,True,True,5
493,Gastroenteritis,Gastroenteritis,True,True,6
812,Impetigo,Impetigo,True,True,10
1702,AIDS,AIDS,True,True,7
4873,Arthritis,Arthritis,True,True,7
2167,Migraine,Migraine,True,True,6
665,Tuberculosis,Tuberculosis,True,True,5
1286,Peptic Ulcer Disease,Peptic Ulcer Disease,True,True,6
1964,Hyperthyroidism,Hyperthyroidism,True,True,6
1423,Hepatitis A,Hepatitis A,True,True,16
614,Hepatitis B,Hepatitis B,True,True,5
1282,Peptic Ulcer Disease,Peptic Ulcer Disease,True,True,17
21,GERD,GERD,True,True,6
3346,Tuberculosis,Tuberculosis,True,True,5
4214,Hyperthyroidism,Hyperthyroidism,True,True,6
3849,Vertigo,Vertigo,True,True,6
2385,Hypoglycemia,Hypoglycemia,True,True,5
267,Common Cold,Common Cold,True,True,5
1896,Tuberculosis,Tuberculosis,True,True,5
2360,Hypothyroidism,Hypothyroidism,True,True,6
2316,Common Cold,Common Cold,True,True,10
3719,Heart Attack,Heart Attack,True,True,6
583,Dengue,Dengue,True,True,5
1912,Pneumonia,Pneumonia,True,True,5
4205,Hepatitis E,Hepatitis E,True,True,4
1620,Psoriasis,Psoriasis,True,True,5
4953,Hypoglycemia,Hypoglycemia,True,True,5
940,Cervical Spondylosis,Cervical Spondylosis,True,True,6
1841,Hepatitis B,Hepatitis B,True,True,5
1220,Impetigo,Impetigo,True,True,6
2176,Cervical Spondylosis,Cervical Spondylosis,True,True,6
1165,Osteoarthritis,Osteoarthritis,True,True,6
4891,Cervical Spondylosis,Cervical Spondylosis,True,True,6
488,Diabetes ,Diabetes ,True,True,5
1359,Cervical Spondylosis,Cervical Spondylosis,True,True,6
4807,Hypertension ,Hypertension ,True,True,5
2364,Hypothyroidism,Hypothyroidism,True,True,6
3597,Varicose Veins,Varicose Veins,True,True,6
1018,Hepatitis A,Hepatitis A,True,True,5
3839,Common Cold,Common Cold,True,True,5
2491,Hypothyroidism,Hypothyroidism,True,True,6
3297,Dengue,Dengue,True,True,5
2230,Typhoid,Typhoid,True,True,5
4099,Impetigo,Impetigo,True,True,6
4045,Pneumonia,Pneumonia,True,True,5
3586,Hepatitis A,Hepatitis A,True,True,5
658,Alcoholic Hepatitis,Alcoholic Hepatitis,True,True,5
4590,Psoriasis,Psoriasis,True,True,5
3539,Paralysis (brain hemorrhage),Paralysis (brain hemorrhage),True,True,7
4314,Bronchial Asthma,Bronchial Asthma,True,True,7
2051,Fungal Infection,Fungal Infection,True,True,9
211,Hepatitis C,Hepatitis C,True,True,6
748,Hypoglycemia,Hypoglycemia,True,True,5
4768,Cervical Spondylosis,Cervical Spondylosis,True,True,6
169,Chickenpox,Chickenpox,True,True,5
2207,Malaria,Malaria,True,True,5
4366,Hepatitis B,Hepatitis B,True,True,5
1435,Hepatitis B,Hepatitis B,True,True,5
3854,Fungal Infection,Fungal Infection,True,True,5
4497,Dimorphic Hemmorhoids (piles),Dimorphic Hemmorhoids (piles),True,True,8
4934,Jaundice,Jaundice,True,True,6
1486,Tuberculosis,Tuberculosis,True,True,5
4403,Chickenpox,Chickenpox,True,True,5
4226,Chronic Cholestasis,Chronic Cholestasis,True,True,5
747,Hypoglycemia,Hypoglycemia,True,True,5
3850,Acne,Acne,True,True,7
2850,Hepatitis C,Hepatitis C,True,True,6
4517,Diabetes ,Diabetes ,True,True,5
2730,Alcoholic Hepatitis,Alcoholic Hepatitis,True,True,5
2630,AIDS,AIDS,True,True,7
856,Chronic Cholestasis,Chronic Cholestasis,True,True,5
1317,Gastroenteritis,Gastroenteritis,True,True,17
2701,Vertigo,Vertigo,True,True,6
4575,Alcoholic Hepatitis,Alcoholic Hepatitis,True,True,5
4058,Impetigo,Impetigo,True,True,6
2361,Hypothyroidism,Hypothyroidism,True,True,6
3280,Fungal Infection,Fungal Infection,True,True,5
300,Varicose Veins,Varicose Veins,True,True,6
3725,Arthritis,Arthritis,True,True,7
721,Hypothyroidism,Hypothyroidism,True,True,6
2576,Osteoarthritis,Osteoarthritis,True,True,6
2067,Allergy,Allergy,True,True,18
2648,Alcoholic Hepatitis,Alcoholic Hepatitis,True,True,5
949,Cervical Spondylosis,Cervical Spondylosis,True,True,6
3311,Hypothyroidism,Hypothyroidism,True,True,6
9,Fungal Infection,Fungal Infection,True,True,5
3784,Cervical Spondylosis,Cervical Spondylosis,True,True,6
3385,Hepatitis E,Hepatitis E,True,True,4
444,Chronic Cholestasis,Chronic Cholestasis,True,True,8
1536,Varicose Veins,Varicose Veins,True,True,6
2963,Migraine,Migraine,True,True,6
4083,Alcoholic Hepatitis,Alcoholic Hepatitis,True,True,5
3621,Paralysis (brain hemorrhage),Paralysis (brain hemorrhage),True,True,7
422,Allergy,Allergy,True,True,10
4623,Hypothyroidism,Hypothyroidism,True,True,6
4892,Paralysis (brain hemorrhage),Paralysis (brain hemorrhage),True,True,7
1073,Tuberculosis,Tuberculosis,True,True,5
2359,Varicose Veins,Varicose Veins,True,True,6
4641,Gastroenteritis,Gastroenteritis,True,True,6
3970,Osteoarthritis,Osteoarthritis,True,True,6
4460,Hyperthyroidism,Hyperthyroidism,True,True,6
236,Hepatitis E,Hepatitis E,True,True,4
1960,Hyperthyroidism,Hyperthyroidism,True,True,6
1297,AIDS,AIDS,True,True,9
2545,Chronic Cholestasis,Chronic Cholestasis,True,True,5
112,Migraine,Migraine,True,True,6
3342,Hepatitis C,Hepatitis C,True,True,6
763,Arthritis,Arthritis,True,True,7
4485,Chickenpox,Chickenpox,True,True,5
929,Hypertension ,Hypertension ,True,True,5
3780,Gastroenteritis,Gastroenteritis,True,True,6
962,Jaundice,Jaundice,True,True,6
1261,Chronic Cholestasis,Chronic Cholestasis,True,True,5
4082,Hepatitis E,Hepatitis E,True,True,4
2390,Osteoarthritis,Osteoarthritis,True,True,6
2239,Typhoid,Typhoid,True,True,5
1701,AIDS,AIDS,True,True,9
3419,Chickenpox,Chickenpox,True,True,5
1976,Hypoglycemia,Hypoglycemia,True,True,5
4328,Hepatitis E,Hepatitis E,True,True,4
1934,Heart Attack,Heart Attack,True,True,6
998,Dengue,Malaria,False,True,5
1870,Hepatitis E,Hepatitis E,True,True,4
2257,Hepatitis B,Hepatitis B,True,True,9
592,Typhoid,Typhoid,True,True,5
4512,GERD,GERD,True,True,6
780,Acne,Acne,True,True,7
3775,Chronic Cholestasis,Chronic Cholestasis,True,True,5
2455,Impetigo,Impetigo,True,True,11
2081,Chronic Cholestasis,Chronic Cholestasis,True,True,5
3056,Hepatitis D,Hepatitis D,True,True,5
3601,Osteoarthritis,Osteoarthritis,True,True,6
559,Jaundice,Jaundice,True,True,9
4162,Hepatitis C,Hepatitis C,True,True,6
285,Dimorphic Hemmorhoids (piles),Dimorphic Hemmorhoids (piles),True,True,8
1131,Hypothyroidism,Hypothyroidism,True,True,6
3164,Diabetes ,Diabetes ,True,True,5
3235,Acne,Acne,True,True,7
3499,Jaundice,Jaundice,True,True,6
1699,Peptic Ulcer Disease,Peptic Ulcer Disease,True,True,6
1392,Chickenpox,Chickenpox,True,True,5
3826,Paralysis (brain hemorrhage),Paralysis (brain hemorrhage),True,True,7
3226,Dimorphic Hemmorhoids (piles),Dimorphic Hemmorhoids (piles),True,True,8
2079,GERD,GERD,True,True,13
1094,Pneumonia,Pneumonia,True,True,9
3360,Psoriasis,Psoriasis,True,True,5
10,Allergy,Allergy,True,True,10
1158,Hypoglycemia,Hypoglycemia,True,True,5
4808,Migraine,Migraine,True,True,6
4490,Hepatitis C,Hepatitis C,True,True,6
3430,Pneumonia,Pneumonia,True,True,5
4831,Osteoarthritis,Osteoarthritis,True,True,6
2375,Hyperthyroidism,Hyperthyroidism,True,True,6
2703,Urinary Tract Infection,Urinary Tract Infection,True,True,9
4480,Migraine,Migraine,True,True,6
3544,Typhoid,Typhoid,True,True,5
608,Hepatitis A,Hepatitis A,True,True,5
1829,Typhoid,Typhoid,True,True,5
2206,Malaria,Malaria,True,True,5
1983,Osteoarthritis,Osteoarthritis,True,True,16
1413,Typhoid,Typhoid,True,True,5
1361,Paralysis (brain hemorrhage),Paralysis (brain hemorrhage),True,True,7
2260,Hepatitis C,Hepatitis C,True,True,6
3124,Gastroenteritis,Gastroenteritis,True,True,6
4436,Gastroenteritis,Gastroenteritis,True,True,6
1545,Hypothyroidism,Hypothyroidism,True,True,6
1865,Hepatitis D,Hepatitis D,True,True,5
3820,Diabetes ,Diabetes ,True,True,5
1318,Gastroenteritis,Gastroenteritis,True,True,6
4830,Hypoglycemia,Hypoglycemia,True,True,5
4749,Osteoarthritis,Osteoarthritis,True,True,6
4017,Impetigo,Impetigo,True,True,6
2856,Pneumonia,Pneumonia,True,True,5
978,Malaria,Gastroenteritis,False,True,6
2342,Heart Attack,Heart Attack,True,True,15
1568,Hypoglycemia,Hypoglycemia,True,True,5
956,Paralysis (brain hemorrhage),Paralysis (brain hemorrhage),True,True,7
3506,Hepatitis C,Hepatitis C,True,True,6
3176,Hepatitis A,Hepatitis A,True,True,5
1682,Drug Reaction,Drug Reaction,True,True,6
178,Dengue,Malaria,False,True,5
4640,Diabetes ,Diabetes ,True,True,5
3050,Chickenpox,Chickenpox,True,True,5
1937,Heart Attack,Heart Attack,True,True,15
2888,Typhoid,Typhoid,True,True,5
3741,Hypertension ,Hypertension ,True,True,5
3323,GERD,GERD,True,True,6
1561,Hypoglycemia,Hypoglycemia,True,True,5
1581,Arthritis,Arthritis,True,True,7
2718,Cervical Spondylosis,Cervical Spondylosis,True,True,6
3245,AIDS,AIDS,True,True,7
3361,Impetigo,Impetigo,True,True,6
2670,Peptic Ulcer Disease,Peptic Ulcer Disease,True,True,6
4039,Hepatitis C,Hepatitis C,True,True,6
623,Hepatitis C,Hepatitis C,True,True,6
2028,Urinary Tract Infection,Urinary Tract Infection,True,True,9
3951,Malaria,Malaria,True,True,5
151,Malaria,Malaria,True,True,5
517,Hypertension ,Hypertension ,True,True,14
4619,Pneumonia,Pneumonia,True,True,5
3954,Typhoid,Typhoid,True,True,5
2417,Vertigo,Vertigo,True,True,9
4176,Arthritis,Arthritis,True,True,7
3562,Vertigo,Vertigo,True,True,6
4385,Psoriasis,Psoriasis,True,True,5
3580,Paralysis (brain hemorrhage),Paralysis (brain hemorrhage),True,True,7
3461,Dengue,Dengue,True,True,5
1803,Chickenpox,Chickenpox,True,True,8
408,Impetigo,Impetigo,True,True,6
2154,Hypertension ,Hypertension ,True,True,10
3729,Psoriasis,Psoriasis,True,True,5
1871,Hepatitis E,Hepatitis E,True,True,4
62,AIDS,AIDS,True,True,7
2959,Diabetes ,Diabetes ,True,True,5
590,Typhoid,Typhoid,True,True,5
1679,Chronic Cholestasis,Chronic Cholestasis,True,True,5
4791,Arthritis,Arthritis,True,True,7
4382,Vertigo,Vertigo,True,True,6
3972,Vertigo,Vertigo,True,True,6
632,Hepatitis D,Hepatitis D,True,True,5
306,Varicose Veins,Varicose Veins,True,True,6
1923,Dimorphic Hemmorhoids (piles),AIDS,False,False,20
3201,Chronic Cholestasis,Chronic Cholestasis,True,True,5
4443,Malaria,Malaria,True,True,5
4648,Malaria,Malaria,True,True,5
1386,Malaria,Malaria,True,True,5
2552,Hypertension ,Hypertension ,True,True,5
2837,Gastroenteritis,Gastroenteritis,True,True,6
4940,Hepatitis B,Hepatitis B,True,True,5
2661,Acne,Acne,True,True,7
328,Hyperthyroidism,Hyperthyroidism,True,True,6
3488,Chronic Cholestasis,Chronic Cholestasis,True,True,5
1345,Migraine,Migraine,True,True,6
3491,AIDS,AIDS,True,True,7
2762,Malaria,Malaria,True,True,5
3519,Osteoarthritis,Osteoarthritis,True,True,6
4573,Hepatitis D,Hepatitis D,True,True,5
1556,Hyperthyroidism,Hyperthyroidism,True,True,6
3908,Paralysis (brain hemorrhage),Paralysis (brain hemorrhage),True,True,7
4107,Diabetes ,Diabetes ,True,True,5
2567,Tuberculosis,Tuberculosis,True,True,5
2943,Hyperthyroidism,Hyperthyroidism,True,True,6
3634,Common Cold,Common Cold,True,True,5
3110,Arthritis,Arthritis,True,True,7
4471,GERD,GERD,True,True,6
3573,AIDS,AIDS,True,True,7
2216,Chickenpox,Chickenpox,True,True,5
147,Jaundice,Jaundice,True,True,6
2529,Dimorphic Hemmorhoids (piles),Dimorphic Hemmorhoids (piles),True,True,8
280,Dimorphic Hemmorhoids (piles),Dimorphic Hemmorhoids (piles),True,True,8
961,Jaundice,Jaundice,True,True,6
2585,GERD,GERD,True,True,6
2803,Malaria,Malaria,True,True,5
3772,Fungal Infection,Fungal Infection,True,True,5
1177,Arthritis,Arthritis,True,True,7
931,Migraine,Migraine,True,True,6
3058,Alcoholic Hepatitis,Alcoholic Hepatitis,True,True,5
370,Acne,Acne,True,True,7
1777,Paralysis (brain hemorrhage),Paralysis (brain hemorrhage),True,True,8
403,Impetigo,Impetigo,True,True,6
3114,Psoriasis,Psoriasis,True,True,5
2595,Cervical Spondylosis,Cervical Spondylosis,True,True,6
2883,Paralysis (brain hemorrhage),Paralysis (brain hemorrhage),True,True,7
4538,Dimorphic Hemmorhoids (piles),Dimorphic Hemmorhoids (piles),True,True,8
4006,Heart Attack,Heart Attack,True,True,6
1817,Dengue,Dengue,True,True,5
681,Pneumonia,Pneumonia,True,True,5
2842,Paralysis (brain hemorrhage),Paralysis (brain hemorrhage),True,True,7
1226,Impetigo,Impetigo,True,True,6
3700,Hypertension ,Hypertension ,True,True,5
118,Migraine,Migraine,True,True,6
188,Typhoid,Typhoid,True,True,5
1328,Bronchial Asthma,Bronchial Asthma,True,True,9
3261,Hepatitis D,Hepatitis D,True,True,5
229,Hepatitis D,Hepatitis D,True,True,5
1201,Urinary Tract Infection,Urinary Tract Infection,True,True,9
1468,Hepatitis E,Hepatitis E,True,True,4
1535,Varicose Veins,Varicose Veins,True,True,6
1764,Cervical Spondylosis,Cervical Spondylosis,True,True,20
4478,Bronchial Asthma,Bronchial Asthma,True,True,7
1000,Typhoid,Typhoid,True,True,5
4664,Hypothyroidism,Hypothyroidism,True,True,6
1687,Drug Reaction,Drug Reaction,True,True,6
4256,Hypoglycemia,Hypoglycemia,True,True,5
2792,Drug Reaction,Drug Reaction,True,True,6
3246,Diabetes ,Diabetes ,True,True,5
737,Hyperthyroidism,Hyperthyroidism,True,True,6
696,Dimorphic Hemmorhoids (piles),Dimorphic Hemmorhoids (piles),True,True,8
